Date,KO,SO
2011-08-26,34.25,40.83000183105469
2011-08-29,34.8650016784668,41.099998474121094
2011-08-30,34.93000030517578,41.18000030517578
2011-08-31,35.224998474121094,41.36000061035156
2011-09-01,35.224998474121094,41.119998931884766
2011-09-02,34.869998931884766,41.15999984741211
2011-09-06,34.71500015258789,41.2400016784668
2011-09-07,35.400001525878906,41.31999969482422
2011-09-08,35.584999084472656,41.36000061035156
2011-09-09,34.685001373291016,40.7400016784668
2011-09-12,34.689998626708984,41.369998931884766
2011-09-13,34.54999923706055,41.54999923706055
2011-09-14,34.8849983215332,41.7400016784668
2011-09-15,35.5099983215332,42.06999969482422
2011-09-16,35.6150016784668,42.59000015258789
2011-09-19,35.244998931884766,42.36000061035156
2011-09-20,35.32500076293945,42.810001373291016
2011-09-21,34.63999938964844,42.52000045776367
2011-09-22,33.90999984741211,42.11000061035156
2011-09-23,33.709999084472656,42.41999816894531
2011-09-26,34.380001068115234,42.41999816894531
2011-09-27,34.78499984741211,42.29999923706055
2011-09-28,34.029998779296875,42.27000045776367
2011-09-29,34.525001525878906,42.869998931884766
2011-09-30,33.779998779296875,42.369998931884766
2011-10-03,32.709999084472656,42.0099983215332
2011-10-04,32.6150016784668,41.810001373291016
2011-10-05,32.76499938964844,41.33000183105469
2011-10-06,32.69499969482422,42.04999923706055
2011-10-07,32.95000076293945,42.369998931884766
2011-10-10,33.45000076293945,42.95000076293945
2011-10-11,33.400001525878906,42.68000030517578
2011-10-12,33.7400016784668,42.709999084472656
2011-10-13,33.70000076293945,42.4900016784668
2011-10-14,33.92499923706055,42.66999816894531
2011-10-17,33.5,42.90999984741211
2011-10-18,33.369998931884766,42.88999938964844
2011-10-19,33.51499938964844,42.97999954223633
2011-10-20,33.560001373291016,43.27000045776367
2011-10-21,34.095001220703125,43.939998626708984
2011-10-24,33.935001373291016,43.380001068115234
2011-10-25,33.474998474121094,43.119998931884766
2011-10-26,33.73500061035156,43.119998931884766
2011-10-27,34.28499984741211,43.63999938964844
2011-10-28,34.46500015258789,43.310001373291016
2011-10-31,34.15999984741211,43.20000076293945
2011-11-01,33.52000045776367,42.66999816894531
2011-11-02,33.8849983215332,43.22999954223633
2011-11-03,34.32500076293945,43.31999969482422
2011-11-04,33.88999938964844,43.20000076293945
2011-11-07,34.10499954223633,43.650001525878906
2011-11-08,34.32500076293945,43.959999084472656
2011-11-09,33.51499938964844,43.189998626708984
2011-11-10,33.69499969482422,43.599998474121094
2011-11-11,34.060001373291016,43.939998626708984
2011-11-14,33.89500045776367,43.54999923706055
2011-11-15,34.0,43.45000076293945
2011-11-16,33.505001068115234,43.130001068115234
2011-11-17,33.310001373291016,43.040000915527344
2011-11-18,33.69499969482422,43.20000076293945
2011-11-21,32.974998474121094,43.0099983215332
2011-11-22,32.98500061035156,42.619998931884766
2011-11-23,32.435001373291016,42.20000076293945
2011-11-25,32.369998931884766,42.470001220703125
2011-11-28,32.584999084472656,42.720001220703125
2011-11-29,33.095001220703125,43.2599983215332
2011-11-30,33.6150016784668,43.90999984741211
2011-12-01,33.415000915527344,44.060001373291016
2011-12-02,33.189998626708984,43.7599983215332
2011-12-05,33.154998779296875,44.279998779296875
2011-12-06,33.34000015258789,44.720001220703125
2011-12-07,33.38999938964844,44.380001068115234
2011-12-08,33.3650016784668,44.0
2011-12-09,33.78499984741211,44.560001373291016
2011-12-12,33.44499969482422,44.209999084472656
2011-12-13,33.2400016784668,44.31999969482422
2011-12-14,33.130001068115234,44.13999938964844
2011-12-15,33.44499969482422,44.720001220703125
2011-12-16,33.720001220703125,44.54999923706055
2011-12-19,33.685001373291016,44.560001373291016
2011-12-20,34.20000076293945,45.41999816894531
2011-12-21,34.78499984741211,45.86000061035156
2011-12-22,34.595001220703125,45.75
2011-12-23,34.970001220703125,45.900001525878906
2011-12-27,34.939998626708984,46.540000915527344
2011-12-28,34.755001068115234,46.349998474121094
2011-12-29,35.08000183105469,46.59000015258789
2011-12-30,34.98500061035156,46.290000915527344
2012-01-03,35.06999969482422,45.029998779296875
2012-01-04,34.849998474121094,45.0
2012-01-05,34.685001373291016,44.939998626708984
2012-01-06,34.46500015258789,44.47999954223633
2012-01-09,34.46500015258789,44.95000076293945
2012-01-10,34.66999816894531,44.790000915527344
2012-01-11,34.029998779296875,45.060001373291016
2012-01-12,33.78499984741211,45.11000061035156
2012-01-13,33.494998931884766,45.27000045776367
2012-01-17,33.67499923706055,45.189998626708984
2012-01-18,33.79499816894531,45.45000076293945
2012-01-19,33.724998474121094,44.97999954223633
2012-01-20,34.04499816894531,45.29999923706055
2012-01-23,34.26499938964844,45.369998931884766
2012-01-24,33.95000076293945,44.900001525878906
2012-01-25,34.21500015258789,45.119998931884766
2012-01-26,34.005001068115234,45.31999969482422
2012-01-27,33.720001220703125,45.02000045776367
2012-01-30,33.72999954223633,45.040000915527344
2012-01-31,33.76499938964844,45.560001373291016
2012-02-01,33.92499923706055,45.380001068115234
2012-02-02,33.915000915527344,44.279998779296875
2012-02-03,34.040000915527344,44.29999923706055
2012-02-06,34.01499938964844,44.20000076293945
2012-02-07,34.275001525878906,44.4900016784668
2012-02-08,34.165000915527344,44.61000061035156
2012-02-09,33.98500061035156,44.68000030517578
2012-02-10,33.970001220703125,44.61000061035156
2012-02-13,34.220001220703125,44.41999816894531
2012-02-14,34.45000076293945,44.540000915527344
2012-02-15,34.20000076293945,44.20000076293945
2012-02-16,34.43000030517578,44.41999816894531
2012-02-17,34.525001525878906,44.380001068115234
2012-02-21,34.40999984741211,44.060001373291016
2012-02-22,34.625,44.18000030517578
2012-02-23,34.59000015258789,44.2400016784668
2012-02-24,34.5,44.540000915527344
2012-02-27,34.415000915527344,44.43000030517578
2012-02-28,34.42499923706055,44.34000015258789
2012-02-29,34.93000030517578,44.189998626708984
2012-03-01,34.79999923706055,44.369998931884766
2012-03-02,34.59000015258789,44.27000045776367
2012-03-05,34.6150016784668,44.20000076293945
2012-03-06,34.380001068115234,44.650001525878906
2012-03-07,34.39500045776367,44.630001068115234
2012-03-08,34.6349983215332,44.77000045776367
2012-03-09,34.755001068115234,45.11000061035156
2012-03-12,35.07500076293945,45.38999938964844
2012-03-13,35.125,45.40999984741211
2012-03-14,35.11000061035156,44.849998474121094
2012-03-15,35.165000915527344,44.869998931884766
2012-03-16,35.08000183105469,44.34000015258789
2012-03-19,35.20000076293945,44.029998779296875
2012-03-20,35.29499816894531,44.02000045776367
2012-03-21,35.560001373291016,43.959999084472656
2012-03-22,35.709999084472656,44.06999969482422
2012-03-23,35.744998931884766,44.119998931884766
2012-03-26,35.95000076293945,44.5099983215332
2012-03-27,35.935001373291016,44.7599983215332
2012-03-28,36.33000183105469,44.630001068115234
2012-03-29,36.904998779296875,44.84000015258789
2012-03-30,37.005001068115234,44.93000030517578
2012-04-02,37.06999969482422,45.060001373291016
2012-04-03,36.880001068115234,45.2400016784668
2012-04-04,36.72999954223633,45.15999984741211
2012-04-05,36.73500061035156,44.970001220703125
2012-04-09,36.435001373291016,44.720001220703125
2012-04-10,36.0099983215332,44.36000061035156
2012-04-11,36.060001373291016,44.5
2012-04-12,36.11000061035156,44.7599983215332
2012-04-13,35.970001220703125,44.7400016784668
2012-04-16,36.220001220703125,45.18000030517578
2012-04-17,36.974998474121094,45.38999938964844
2012-04-18,37.084999084472656,45.54999923706055
2012-04-19,36.90999984741211,45.5
2012-04-20,37.064998626708984,45.83000183105469
2012-04-23,36.845001220703125,45.58000183105469
2012-04-24,37.060001373291016,45.869998931884766
2012-04-25,37.46500015258789,45.47999954223633
2012-04-26,37.85499954223633,45.88999938964844
2012-04-27,38.314998626708984,45.9900016784668
2012-04-30,38.15999984741211,45.939998626708984
2012-05-01,38.46500015258789,46.13999938964844
2012-05-02,38.58000183105469,45.900001525878906
2012-05-03,38.720001220703125,45.189998626708984
2012-05-04,38.5,45.36000061035156
2012-05-07,38.63999938964844,45.439998626708984
2012-05-08,38.56999969482422,45.70000076293945
2012-05-09,38.38999938964844,45.369998931884766
2012-05-10,38.70500183105469,45.650001525878906
2012-05-11,38.73500061035156,45.540000915527344
2012-05-14,38.435001373291016,45.45000076293945
2012-05-15,38.28499984741211,45.400001525878906
2012-05-16,38.165000915527344,45.380001068115234
2012-05-17,37.560001373291016,45.20000076293945
2012-05-18,37.025001525878906,45.47999954223633
2012-05-21,37.255001068115234,45.5099983215332
2012-05-22,37.095001220703125,45.54999923706055
2012-05-23,37.275001525878906,45.369998931884766
2012-05-24,37.779998779296875,45.599998474121094
2012-05-25,37.6150016784668,45.689998626708984
2012-05-29,37.72999954223633,45.869998931884766
2012-05-30,37.529998779296875,45.849998474121094
2012-05-31,37.3650016784668,45.90999984741211
2012-06-01,36.54499816894531,45.95000076293945
2012-06-04,36.81999969482422,46.060001373291016
2012-06-05,36.619998931884766,46.119998931884766
2012-06-06,37.30500030517578,47.029998779296875
2012-06-07,37.13999938964844,47.29999923706055
2012-06-08,37.619998931884766,47.380001068115234
2012-06-11,37.33000183105469,47.33000183105469
2012-06-12,37.599998474121094,47.310001373291016
2012-06-13,37.345001220703125,47.45000076293945
2012-06-14,37.869998931884766,47.619998931884766
2012-06-15,38.04499816894531,48.0
2012-06-18,37.9900016784668,48.290000915527344
2012-06-19,37.869998931884766,47.70000076293945
2012-06-20,37.779998779296875,46.7599983215332
2012-06-21,37.334999084472656,46.459999084472656
2012-06-22,37.470001220703125,46.54999923706055
2012-06-25,37.3849983215332,46.25
2012-06-26,37.540000915527344,46.34000015258789
2012-06-27,38.16999816894531,46.599998474121094
2012-06-28,38.28499984741211,46.65999984741211
2012-06-29,39.095001220703125,46.29999923706055
2012-07-02,39.459999084472656,46.709999084472656
2012-07-03,39.58000183105469,46.4900016784668
2012-07-05,39.224998474121094,46.45000076293945
2012-07-06,39.07500076293945,46.540000915527344
2012-07-09,38.9900016784668,46.83000183105469
2012-07-10,38.9900016784668,46.939998626708984
2012-07-11,38.72999954223633,47.189998626708984
2012-07-12,38.31999969482422,47.20000076293945
2012-07-13,38.63999938964844,47.61000061035156
2012-07-16,38.2400016784668,47.58000183105469
2012-07-17,38.845001220703125,47.70000076293945
2012-07-18,38.720001220703125,47.810001373291016
2012-07-19,38.775001525878906,47.70000076293945
2012-07-20,38.51499938964844,47.77000045776367
2012-07-23,38.439998626708984,47.630001068115234
2012-07-24,38.33000183105469,47.11000061035156
2012-07-25,38.5099983215332,47.400001525878906
2012-07-26,39.42499923706055,48.08000183105469
2012-07-27,40.005001068115234,48.41999816894531
2012-07-30,40.560001373291016,48.33000183105469
2012-07-31,40.400001525878906,48.150001525878906
2012-08-01,40.505001068115234,47.88999938964844
2012-08-02,39.875,47.09000015258789
2012-08-03,40.415000915527344,47.349998474121094
2012-08-06,40.31999969482422,47.38999938964844
2012-08-07,39.8849983215332,47.13999938964844
2012-08-08,39.779998779296875,46.93000030517578
2012-08-09,39.619998931884766,46.810001373291016
2012-08-10,39.39500045776367,46.91999816894531
2012-08-13,39.29999923706055,46.779998779296875
2012-08-14,39.380001068115234,46.599998474121094
2012-08-15,39.349998474121094,46.38999938964844
2012-08-16,39.54999923706055,46.06999969482422
2012-08-17,39.529998779296875,46.08000183105469
2012-08-20,39.470001220703125,45.970001220703125
2012-08-21,39.2599983215332,45.81999969482422
2012-08-22,38.77000045776367,46.09000015258789
2012-08-23,38.11000061035156,45.58000183105469
2012-08-24,38.470001220703125,45.880001068115234
2012-08-27,38.16999816894531,46.029998779296875
2012-08-28,38.0,45.77000045776367
2012-08-29,37.459999084472656,45.52000045776367
2012-08-30,37.13999938964844,45.380001068115234
2012-08-31,37.400001525878906,45.33000183105469
2012-09-04,37.279998779296875,45.470001220703125
2012-09-05,37.5099983215332,45.369998931884766
2012-09-06,38.150001525878906,46.06999969482422
2012-09-07,37.900001525878906,45.90999984741211
2012-09-10,37.65999984741211,45.689998626708984
2012-09-11,37.77000045776367,45.41999816894531
2012-09-12,37.54999923706055,45.31999969482422
2012-09-13,38.349998474121094,45.91999816894531
2012-09-14,38.119998931884766,45.04999923706055
2012-09-17,38.349998474121094,44.93000030517578
2012-09-18,38.619998931884766,44.959999084472656
2012-09-19,38.52000045776367,45.16999816894531
2012-09-20,38.63999938964844,45.2400016784668
2012-09-21,38.029998779296875,45.2599983215332
2012-09-24,38.119998931884766,45.81999969482422
2012-09-25,37.68000030517578,45.7400016784668
2012-09-26,37.7599983215332,46.11000061035156
2012-09-27,38.310001373291016,45.91999816894531
2012-09-28,37.93000030517578,46.09000015258789
2012-10-01,38.380001068115234,45.66999816894531
2012-10-02,38.34000015258789,45.56999969482422
2012-10-03,38.2400016784668,45.849998474121094
2012-10-04,38.33000183105469,45.970001220703125
2012-10-05,38.58000183105469,45.970001220703125
2012-10-08,38.58000183105469,46.06999969482422
2012-10-09,38.560001373291016,45.95000076293945
2012-10-10,38.09000015258789,45.959999084472656
2012-10-11,38.11000061035156,45.720001220703125
2012-10-12,38.22999954223633,45.61000061035156
2012-10-15,38.130001068115234,45.650001525878906
2012-10-16,37.900001525878906,45.88999938964844
2012-10-17,37.7400016784668,46.540000915527344
2012-10-18,37.84000015258789,46.79999923706055
2012-10-19,37.400001525878906,46.63999938964844
2012-10-22,37.22999954223633,46.54999923706055
2012-10-23,36.61000061035156,46.20000076293945
2012-10-24,36.880001068115234,46.040000915527344
2012-10-25,37.09000015258789,46.22999954223633
2012-10-26,37.040000915527344,46.33000183105469
2012-10-31,37.18000030517578,46.84000015258789
2012-11-01,37.33000183105469,46.02000045776367
2012-11-02,37.08000183105469,45.77000045776367
2012-11-05,36.77000045776367,44.619998931884766
2012-11-06,37.41999816894531,44.13999938964844
2012-11-07,36.720001220703125,42.79999923706055
2012-11-08,36.36000061035156,43.2599983215332
2012-11-09,36.290000915527344,43.029998779296875
2012-11-12,36.08000183105469,42.58000183105469
2012-11-13,36.15999984741211,42.95000076293945
2012-11-14,36.0099983215332,42.880001068115234
2012-11-15,36.43000030517578,42.540000915527344
2012-11-16,36.560001373291016,42.689998626708984
2012-11-19,37.2400016784668,42.77000045776367
2012-11-20,37.25,42.43000030517578
2012-11-21,37.38999938964844,42.279998779296875
2012-11-23,37.93000030517578,42.029998779296875
2012-11-26,37.36000061035156,42.630001068115234
2012-11-27,37.41999816894531,42.790000915527344
2012-11-28,37.560001373291016,42.7599983215332
2012-11-29,37.970001220703125,43.290000915527344
2012-11-30,37.91999816894531,43.54999923706055
2012-12-03,37.380001068115234,43.16999816894531
2012-12-04,37.150001525878906,42.900001525878906
2012-12-05,37.310001373291016,43.459999084472656
2012-12-06,37.380001068115234,43.72999954223633
2012-12-07,37.709999084472656,43.72999954223633
2012-12-10,37.63999938964844,43.68000030517578
2012-12-11,37.86000061035156,43.599998474121094
2012-12-12,37.63999938964844,43.380001068115234
2012-12-13,37.599998474121094,43.150001525878906
2012-12-14,37.65999984741211,42.95000076293945
2012-12-17,37.5,43.7400016784668
2012-12-18,37.279998779296875,43.880001068115234
2012-12-19,36.779998779296875,43.31999969482422
2012-12-20,37.04999923706055,43.5099983215332
2012-12-21,36.88999938964844,43.31999969482422
2012-12-24,36.72999954223633,43.11000061035156
2012-12-26,36.41999816894531,42.81999969482422
2012-12-27,36.41999816894531,42.68000030517578
2012-12-28,35.970001220703125,42.33000183105469
2012-12-31,36.25,42.810001373291016
2013-01-02,37.599998474121094,43.779998779296875
2013-01-03,37.599998474121094,43.77000045776367
2013-01-04,37.65999984741211,44.15999984741211
2013-01-07,37.29999923706055,43.38999938964844
2013-01-08,37.040000915527344,43.27000045776367
2013-01-09,37.029998779296875,43.060001373291016
2013-01-10,36.959999084472656,43.220001220703125
2013-01-11,36.90999984741211,43.15999984741211
2013-01-14,36.9900016784668,43.04999923706055
2013-01-15,37.31999969482422,42.9900016784668
2013-01-16,37.31999969482422,42.90999984741211
2013-01-17,37.5099983215332,43.0
2013-01-18,37.70000076293945,43.4900016784668
2013-01-22,37.130001068115234,43.849998474121094
2013-01-23,37.130001068115234,43.869998931884766
2013-01-24,37.11000061035156,44.209999084472656
2013-01-25,37.04999923706055,44.45000076293945
2013-01-28,37.0099983215332,44.349998474121094
2013-01-29,37.41999816894531,44.619998931884766
2013-01-30,37.5,44.529998779296875
2013-01-31,37.2400016784668,44.22999954223633
2013-02-01,37.540000915527344,44.0099983215332
2013-02-04,37.349998474121094,43.810001373291016
2013-02-05,38.13999938964844,43.630001068115234
2013-02-06,38.310001373291016,43.83000183105469
2013-02-07,38.90999984741211,43.83000183105469
2013-02-08,38.77000045776367,43.849998474121094
2013-02-11,38.61000061035156,44.060001373291016
2013-02-12,37.560001373291016,44.15999984741211
2013-02-13,37.209999084472656,44.16999816894531
2013-02-14,36.84000015258789,43.90999984741211
2013-02-15,37.41999816894531,44.11000061035156
2013-02-19,37.66999816894531,44.47999954223633
2013-02-20,37.72999954223633,44.54999923706055
2013-02-21,37.709999084472656,44.43000030517578
2013-02-22,38.52000045776367,44.7400016784668
2013-02-25,37.720001220703125,44.540000915527344
2013-02-26,38.11000061035156,44.709999084472656
2013-02-27,38.45000076293945,45.06999969482422
2013-02-28,38.720001220703125,45.0099983215332
2013-03-01,38.70000076293945,44.83000183105469
2013-03-04,38.81999969482422,45.029998779296875
2013-03-05,38.68000030517578,45.36000061035156
2013-03-06,39.02000045776367,45.47999954223633
2013-03-07,39.119998931884766,45.38999938964844
2013-03-08,39.220001220703125,45.31999969482422
2013-03-11,39.310001373291016,45.310001373291016
2013-03-12,38.959999084472656,45.20000076293945
2013-03-13,38.59000015258789,45.290000915527344
2013-03-14,39.02000045776367,45.369998931884766
2013-03-15,38.83000183105469,45.52000045776367
2013-03-18,38.7599983215332,45.310001373291016
2013-03-19,39.33000183105469,45.470001220703125
2013-03-20,39.869998931884766,45.790000915527344
2013-03-21,40.06999969482422,45.43000030517578
2013-03-22,40.040000915527344,45.65999984741211
2013-03-25,40.119998931884766,45.630001068115234
2013-03-26,40.689998626708984,46.13999938964844
2013-03-27,40.220001220703125,46.36000061035156
2013-03-28,40.439998626708984,46.91999816894531
2013-04-01,40.45000076293945,46.7400016784668
2013-04-02,40.720001220703125,46.81999969482422
2013-04-03,40.16999816894531,46.689998626708984
2013-04-04,40.540000915527344,47.22999954223633
2013-04-05,40.08000183105469,47.189998626708984
2013-04-08,40.86000061035156,47.4900016784668
2013-04-09,40.709999084472656,47.310001373291016
2013-04-10,41.06999969482422,47.45000076293945
2013-04-11,41.18000030517578,47.619998931884766
