Date,KO,SO
2010-11-01,30.854999542236328,37.58000183105469
2010-11-02,30.93000030517578,37.97999954223633
2010-11-03,30.975000381469727,37.90999984741211
2010-11-04,31.225000381469727,38.45000076293945
2010-11-05,31.290000915527344,38.470001220703125
2010-11-08,31.229999542236328,38.31999969482422
2010-11-09,31.31999969482422,38.25
2010-11-10,31.274999618530273,37.970001220703125
2010-11-11,31.399999618530273,38.2599983215332
2010-11-12,31.459999084472656,38.09000015258789
2010-11-15,31.479999542236328,38.33000183105469
2010-11-16,31.040000915527344,38.130001068115234
2010-11-17,31.260000228881836,37.90999984741211
2010-11-18,31.920000076293945,38.029998779296875
2010-11-19,32.15999984741211,38.06999969482422
2010-11-22,32.1349983215332,38.22999954223633
2010-11-23,31.809999465942383,37.959999084472656
2010-11-24,32.30500030517578,38.0099983215332
2010-11-26,32.05500030517578,37.83000183105469
2010-11-29,31.69499969482422,37.54999923706055
2010-11-30,31.584999084472656,37.720001220703125
2010-12-01,32.349998474121094,38.22999954223633
2010-12-02,32.45000076293945,38.08000183105469
2010-12-03,32.25,38.119998931884766
2010-12-06,31.9950008392334,38.08000183105469
2010-12-07,32.06999969482422,37.88999938964844
2010-12-08,32.19499969482422,37.58000183105469
2010-12-09,32.415000915527344,37.93000030517578
2010-12-10,32.32500076293945,37.81999969482422
2010-12-13,32.42499923706055,37.900001525878906
2010-12-14,31.950000762939453,37.86000061035156
2010-12-15,32.369998931884766,37.70000076293945
2010-12-16,32.66999816894531,37.790000915527344
2010-12-17,32.849998474121094,37.900001525878906
2010-12-20,32.654998779296875,38.279998779296875
2010-12-21,32.744998931884766,38.34000015258789
2010-12-22,32.79499816894531,38.2400016784668
2010-12-23,32.790000915527344,38.2599983215332
2010-12-27,32.53499984741211,38.279998779296875
2010-12-28,32.68000030517578,38.41999816894531
2010-12-29,32.724998474121094,38.41999816894531
2010-12-30,32.75,38.29999923706055
2010-12-31,32.8849983215332,38.22999954223633
2011-01-03,32.61000061035156,38.41999816894531
2011-01-04,31.934999465942383,38.5
2011-01-05,31.7450008392334,38.099998474121094
2011-01-06,31.51499938964844,37.88999938964844
2011-01-07,31.459999084472656,38.08000183105469
2011-01-10,31.530000686645508,37.7599983215332
2011-01-11,31.344999313354492,37.84000015258789
2011-01-12,31.520000457763672,38.08000183105469
2011-01-13,31.700000762939453,38.279998779296875
2011-01-14,31.565000534057617,38.5
2011-01-18,31.739999771118164,38.400001525878906
2011-01-19,31.709999084472656,38.45000076293945
2011-01-20,31.46500015258789,38.400001525878906
2011-01-21,31.385000228881836,38.25
2011-01-24,31.625,38.400001525878906
2011-01-25,31.479999542236328,38.459999084472656
2011-01-26,31.479999542236328,38.15999984741211
2011-01-27,31.350000381469727,38.15999984741211
2011-01-28,31.104999542236328,37.77000045776367
2011-01-31,31.424999237060547,37.619998931884766
2011-02-01,31.524999618530273,37.939998626708984
2011-02-02,31.43000030517578,37.619998931884766
2011-02-03,31.28499984741211,37.59000015258789
2011-02-04,31.280000686645508,37.34000015258789
2011-02-07,31.260000228881836,37.470001220703125
2011-02-08,31.434999465942383,37.36000061035156
2011-02-09,31.575000762939453,37.59000015258789
2011-02-10,31.770000457763672,37.369998931884766
2011-02-11,31.78499984741211,38.029998779296875
2011-02-14,31.56999969482422,37.970001220703125
2011-02-15,31.594999313354492,38.13999938964844
2011-02-16,31.700000762939453,37.880001068115234
2011-02-17,32.275001525878906,37.81999969482422
2011-02-18,32.275001525878906,37.869998931884766
2011-02-22,31.8799991607666,37.88999938964844
2011-02-23,31.954999923706055,37.79999923706055
2011-02-24,31.940000534057617,37.75
2011-02-25,32.154998779296875,38.060001373291016
2011-02-28,31.959999084472656,38.11000061035156
2011-03-01,32.45500183105469,37.709999084472656
2011-03-02,32.21500015258789,37.83000183105469
2011-03-03,32.78499984741211,38.209999084472656
2011-03-04,32.60499954223633,37.970001220703125
2011-03-07,32.61000061035156,38.06999969482422
2011-03-08,32.81999969482422,38.38999938964844
2011-03-09,32.810001373291016,38.5099983215332
2011-03-10,32.64500045776367,38.40999984741211
2011-03-11,32.404998779296875,38.279998779296875
2011-03-14,31.969999313354492,37.650001525878906
2011-03-15,31.51499938964844,37.0099983215332
2011-03-16,30.799999237060547,36.79999923706055
2011-03-17,31.13999938964844,36.869998931884766
2011-03-18,31.350000381469727,37.0
2011-03-21,31.78499984741211,37.41999816894531
2011-03-22,31.7549991607666,37.38999938964844
2011-03-23,32.1349983215332,37.4900016784668
2011-03-24,32.345001220703125,37.540000915527344
2011-03-25,32.61000061035156,37.58000183105469
2011-03-28,32.51499938964844,37.54999923706055
2011-03-29,32.86000061035156,37.70000076293945
2011-03-30,33.02000045776367,38.119998931884766
2011-03-31,33.16999816894531,38.11000061035156
2011-04-01,33.61000061035156,38.310001373291016
2011-04-04,33.83000183105469,38.310001373291016
2011-04-05,33.73500061035156,38.2599983215332
2011-04-06,33.814998626708984,38.66999816894531
2011-04-07,33.720001220703125,38.709999084472656
2011-04-08,33.6349983215332,38.400001525878906
2011-04-11,33.70000076293945,37.779998779296875
2011-04-12,33.45000076293945,37.47999954223633
2011-04-13,33.63999938964844,37.58000183105469
2011-04-14,34.154998779296875,37.84000015258789
2011-04-15,34.005001068115234,38.33000183105469
2011-04-18,33.654998779296875,38.279998779296875
2011-04-19,33.54499816894531,38.189998626708984
2011-04-20,33.92499923706055,38.4900016784668
2011-04-21,33.939998626708984,38.560001373291016
2011-04-25,33.869998931884766,38.529998779296875
2011-04-26,33.46500015258789,38.619998931884766
2011-04-27,33.5,38.90999984741211
2011-04-28,33.70500183105469,38.849998474121094
2011-04-29,33.72999954223633,39.040000915527344
2011-05-02,33.86000061035156,39.04999923706055
2011-05-03,33.939998626708984,39.290000915527344
2011-05-04,33.72999954223633,39.52000045776367
2011-05-05,33.349998474121094,39.290000915527344
2011-05-06,33.45000076293945,39.5
2011-05-09,33.474998474121094,39.720001220703125
2011-05-10,33.66999816894531,39.90999984741211
2011-05-11,33.65999984741211,39.9900016784668
2011-05-12,34.154998779296875,40.41999816894531
2011-05-13,34.09000015258789,40.4900016784668
2011-05-16,33.915000915527344,40.2599983215332
2011-05-17,33.994998931884766,40.599998474121094
2011-05-18,34.150001525878906,40.4900016784668
2011-05-19,34.22999954223633,40.81999969482422
2011-05-20,34.150001525878906,40.470001220703125
2011-05-23,33.744998931884766,40.119998931884766
2011-05-24,33.73500061035156,40.11000061035156
2011-05-25,33.45500183105469,39.939998626708984
2011-05-26,33.349998474121094,39.88999938964844
2011-05-27,33.255001068115234,39.79999923706055
2011-05-31,33.404998779296875,40.08000183105469
2011-06-01,33.380001068115234,39.68000030517578
2011-06-02,33.02000045776367,39.66999816894531
2011-06-03,32.76499938964844,39.369998931884766
2011-06-06,32.709999084472656,39.34000015258789
2011-06-07,32.599998474121094,39.34000015258789
2011-06-08,32.70000076293945,39.58000183105469
2011-06-09,32.94499969482422,39.529998779296875
2011-06-10,32.69499969482422,39.33000183105469
2011-06-13,32.560001373291016,39.650001525878906
2011-06-14,32.80500030517578,39.65999984741211
2011-06-15,32.48500061035156,39.33000183105469
2011-06-16,32.744998931884766,39.65999984741211
2011-06-17,32.810001373291016,39.810001373291016
2011-06-20,32.915000915527344,40.0
2011-06-21,33.130001068115234,39.86000061035156
2011-06-22,33.20000076293945,39.560001373291016
2011-06-23,32.4900016784668,39.34000015258789
2011-06-24,32.46500015258789,39.43000030517578
2011-06-27,32.60499954223633,39.790000915527344
2011-06-28,33.01499938964844,40.209999084472656
2011-06-29,33.35499954223633,40.2400016784668
2011-06-30,33.64500045776367,40.380001068115234
2011-07-01,34.04499816894531,40.720001220703125
2011-07-05,34.150001525878906,40.59000015258789
2011-07-06,34.26499938964844,40.63999938964844
2011-07-07,34.375,40.47999954223633
2011-07-08,34.34000015258789,40.310001373291016
2011-07-11,34.04999923706055,40.13999938964844
2011-07-12,33.92499923706055,40.31999969482422
2011-07-13,34.029998779296875,40.31999969482422
2011-07-14,33.834999084472656,40.099998474121094
2011-07-15,33.76499938964844,40.220001220703125
2011-07-18,33.560001373291016,39.9900016784668
2011-07-19,34.65999984741211,40.2599983215332
2011-07-20,34.435001373291016,40.31999969482422
2011-07-21,34.66999816894531,40.79999923706055
2011-07-22,34.8650016784668,40.58000183105469
2011-07-25,34.630001068115234,40.310001373291016
2011-07-26,34.595001220703125,40.2599983215332
2011-07-27,34.345001220703125,40.20000076293945
2011-07-28,34.404998779296875,39.7599983215332
2011-07-29,34.005001068115234,39.540000915527344
2011-08-01,33.8650016784668,39.65999984741211
2011-08-02,33.53499984741211,39.470001220703125
2011-08-03,34.20000076293945,39.56999969482422
2011-08-04,32.90999984741211,39.279998779296875
2011-08-05,33.3849983215332,39.869998931884766
2011-08-08,32.560001373291016,38.33000183105469
2011-08-09,33.34000015258789,38.310001373291016
2011-08-10,31.979999542236328,38.029998779296875
2011-08-11,33.23500061035156,39.40999984741211
2011-08-12,33.56999969482422,39.209999084472656
2011-08-15,34.099998474121094,40.40999984741211
2011-08-16,34.084999084472656,40.25
2011-08-17,34.63999938964844,40.61000061035156
2011-08-18,33.880001068115234,40.209999084472656
2011-08-19,33.54999923706055,39.970001220703125
2011-08-22,33.6349983215332,40.02000045776367
2011-08-23,34.529998779296875,40.619998931884766
2011-08-24,34.84000015258789,41.22999954223633
2011-08-25,33.98500061035156,40.88999938964844
