Date,BAC,C,beta_t_est,spread_t
2011-02-24,13.970000267028809,46.900001525878906,0.2490803459489691,-0.04684102011125191
2011-02-25,14.199999809265137,47.0,0.2516986191294143,0.03996439233597293
2011-02-28,14.289999961853027,46.79999923706055,0.25408354941741557,0.045828334921573344
2011-03-01,13.93000030517578,45.70000076293945,0.2541156816549857,-0.008949656048180543
2011-03-02,13.829999923706056,46.0,0.25112371386886445,-0.04793077436693238
2011-03-03,14.270000457763672,46.79999923706055,0.25634955587882896,0.04784932967971933
2011-03-04,14.119999885559082,45.400001525878906,0.2559865923766884,0.0667759012060376
2011-03-07,14.029999732971191,45.20000076293945,0.25622608403970987,0.007387074876049837
2011-03-08,14.6899995803833,46.400001525878906,0.2674042797213664,0.09012969270298044
2011-03-09,14.59000015258789,46.5,0.2666287839851253,-0.00934020164374516
2011-03-10,14.260000228881836,45.400001525878906,0.26654154452648177,-0.012036724467581195
2011-03-11,14.380000114440918,45.70000076293945,0.2670094650127099,0.007302969952874605
2011-03-14,14.229999542236328,45.400001525878906,0.2662566949023256,-0.016488593396660534
2011-03-15,13.960000038146973,44.400001525878906,0.26625064443585494,-0.005409179141549814
2011-03-16,13.6899995803833,43.900001525878906,0.2656293504502745,-0.038720799269787776
2011-03-17,13.979999542236328,44.5,0.26767677514439614,0.024605885805451422
2011-03-18,14.039999961853027,45.0,0.2664381342571863,-0.012974133341847605
2011-03-21,14.050000190734863,44.29999923706055,0.26797792776450735,0.049715332530267276
2011-03-22,13.880000114440918,44.20000076293945,0.2667843389482185,-0.025385963559774183
2011-03-23,13.649999618530272,44.0,0.2642721731081332,-0.05516019869041955
2011-03-24,13.479999542236328,44.29999923706055,0.258212862581282,-0.08221466337681882
2011-03-25,13.34000015258789,44.599998474121094,0.25169106371167216,-0.08018993265909202
2011-03-28,13.369999885559082,44.29999923706055,0.2520306570727308,0.0068650047902103495
2011-03-29,13.350000381469728,44.5,0.2508505784479146,-0.017091529955436613
2011-03-30,13.449999809265137,44.5,0.2522591968952991,0.02233350755696506
2011-03-31,13.329999923706056,44.20000076293945,0.251992705372769,-0.005975146268134779
2011-04-01,13.369999885559082,44.5,0.2511734097902917,-0.011170067212432855
2011-04-04,13.4399995803833,44.29999923706055,0.25273864684730774,0.029563724685051085
2011-04-05,13.470000267028809,44.70000076293945,0.2518381531883621,-0.01107979478185328
2011-04-06,13.720000267028809,45.900001525878906,0.24971373816075848,-0.015933101641172343
2011-04-07,13.609999656677246,45.79999923706055,0.24776223766259356,-0.026287506655323867
2011-04-08,13.479999542236328,45.599998474121094,0.24623009847735078,-0.02798290441720397
2011-04-11,13.489999771118164,45.29999923706055,0.24688424838175616,0.014757745744001127
2011-04-12,13.470000267028809,45.5,0.2459172953422627,-0.014320880774091549
2011-04-13,13.270000457763672,45.0,0.24501769051053754,-0.024305236273750808
2011-04-14,13.130000114440918,44.29999923706055,0.24505214898249456,0.0019430244411893227
2011-04-15,12.81999969482422,44.20000076293945,0.24169009226689453,-0.07695591215427022
2011-04-18,12.420000076293944,44.20000076293945,0.23443109040104357,-0.12949343710936567
2011-04-19,12.34000015258789,45.29999923706055,0.22004383208378087,-0.12045913762316474
2011-04-20,12.270000457763672,45.70000076293945,0.2130657306861703,-0.07205986351412363
2011-04-21,12.3100004196167,45.5,0.2132340176843268,0.0027739707527292268
2011-04-25,12.4399995803833,45.20000076293945,0.2156463169094417,0.052102549415824484
2011-04-26,12.229999542236328,45.099998474121094,0.21375164711801922,-0.036179401045814075
2011-04-27,12.329999923706056,45.099998474121094,0.21475049063413837,0.01693028837068411
2011-04-28,12.420000076293944,45.900001525878906,0.21305761864523462,-0.016634564621517356
2011-04-29,12.279999732971191,45.900001525878906,0.21012955175934453,-0.04066977905492308
2011-05-02,12.34000015258789,44.900001525878906,0.21106263873183395,0.06089309941650711
2011-05-03,12.600000381469728,45.20000076293945,0.21541927559454463,0.06804185449281341
2011-05-04,12.489999771118164,45.20000076293945,0.21472977444201338,-0.011100562674752013
2011-05-05,12.300000190734863,44.79999923706055,0.2134479727056176,-0.030819156121649982
2011-05-06,12.3100004196167,45.20000076293945,0.21131518071410738,-0.027995770160353928
2011-05-09,12.18000030517578,44.15999984741211,0.2115350767218981,0.016700422865978837
2011-05-10,12.279999732971191,44.20000076293945,0.21299687060477876,0.029375454414104496
2011-05-11,12.25,42.91999816894531,0.21238988554196053,0.07514732769917742
2011-05-12,12.199999809265137,42.41999816894531,0.21292802723773302,0.03710996794869459
2011-05-13,11.93000030517578,41.529998779296875,0.21293966956249277,-0.012476115738778049
2011-05-16,11.859999656677246,41.189998626708984,0.21287243285054921,-0.002949679853990972
2011-05-17,11.899999618530272,41.540000915527344,0.21214217549977332,-0.010871903048835563
2011-05-18,11.789999961853027,41.2400016784668,0.21139280871697558,-0.016809212974733256
2011-05-19,11.6899995803833,41.380001068115234,0.20873896624590452,-0.042754360518019396
2011-05-20,11.579999923706056,41.02000045776367,0.20782995580530222,-0.022923081698058567
2011-05-23,11.420000076293944,40.15999984741211,0.20782387291569665,-0.0012546732044587117
2011-05-24,11.460000038146973,40.5099983215332,0.2072004310875379,-0.010145929513102558
2011-05-25,11.380000114440918,40.33000183105469,0.20642661041953045,-0.015898555988162144
2011-05-26,11.460000038146973,40.220001220703125,0.20770231111695,0.02618432788553804
2011-05-27,11.6899995803833,40.970001220703125,0.2105626052066957,0.029260278366761483
2011-05-31,11.75,41.150001525878906,0.2117570095777053,0.015039688955610586
2011-06-01,11.239999771118164,39.650001525878906,0.21267920921911393,-0.05323692538385849
2011-06-02,11.289999961853027,40.0099983215332,0.21136585567653468,-0.02414626279402654
2011-06-03,11.279999732971191,39.849998474121094,0.2113611007980665,-9.991780034823705e-05
2011-06-06,10.829999923706056,38.06999969482422,0.21237835906200442,-0.02260807173122359
2011-06-07,10.649999618530272,37.58000183105469,0.21248001558176804,-0.031443546236204156
2011-06-08,10.539999961853027,36.810001373291016,0.2124259954306664,0.007216140308019092
2011-06-09,10.649999618530272,37.77000045776367,0.20994258157716175,-0.0275275889715747
2011-06-10,10.800000190734863,37.91999816894531,0.21211876229287982,0.029055575299805625
2011-06-13,10.970000267028809,39.16999816894531,0.20953152972035485,-0.019662596360920048
2011-06-14,10.800000190734863,38.779998779296875,0.207559612127029,-0.033896542997672086
2011-06-15,10.5,38.0,0.20663655630525812,-0.05489505431623698
2011-06-16,10.600000381469728,37.630001068115234,0.20757523848209528,0.039201241595401726
2011-06-17,10.68000030517578,38.29999923706055,0.20706847988570906,-0.0062511485841358905
2011-06-20,10.600000381469728,38.15999984741211,0.20603725525156066,-0.018256478889750127
2011-06-21,10.829999923706056,39.310001373291016,0.2051594665824655,-0.007552601290141681
2011-06-22,10.789999961853027,39.5099983215332,0.20289022425155395,-0.027022140460710276
2011-06-23,10.710000038146973,39.40999984741211,0.20127757039261768,-0.026732844570174663
2011-06-24,10.520000457763672,39.59000015258789,0.19612095736711857,-0.07739730478733797
2011-06-27,10.850000381469728,39.9900016784668,0.20026705235558342,0.05248776122833121
2011-06-28,10.81999969482422,40.150001525878906,0.20006196974728083,-0.002877833421488063
2011-06-29,11.140000343322754,41.5,0.2016979165328198,0.013204863034280478
2011-06-30,10.960000038146973,41.63999938964844,0.1970666655384238,-0.05629100223050898
2011-07-01,11.09000015258789,42.880001068115234,0.1916162231123438,-0.04646421304322246
2011-07-05,11.0,42.56999969482422,0.190245613465741,-0.021863137076451267
2011-07-06,10.739999771118164,42.0099983215332,0.1883021142289885,-0.05046596146728177
2011-07-07,10.920000076293944,42.630001068115234,0.18858103298169782,0.003592674812551877
2011-07-08,10.699999809265137,42.029998779296875,0.18735908646811045,-0.02972315272054793
2011-07-11,10.350000381469728,39.790000915527344,0.18695908102210318,0.011630008142457626
2011-07-12,10.210000038146973,39.06999969482422,0.18696087302313064,0.0019077500650048762
2011-07-13,10.199999809265137,39.470001220703125,0.18554273338523353,-0.025423895434594
2011-07-14,10.06999969482422,39.02000045776367,0.18468918625538167,-0.02241137534417348
2011-07-15,10.0,38.380001068115234,0.18488669498067062,0.008151268235252473
2011-07-18,9.720000267028809,37.7400016784668,0.18395755823716392,-0.04926193360221376
2011-07-19,9.56999969482422,38.02000045776367,0.17947988355641756,-0.08005824769182013
2011-07-20,9.850000381469728,38.619998931884766,0.1818333409043017,0.028740448860379075
2011-07-21,10.229999542236328,40.31999969482422,0.1856804911580667,0.028292656975853703
2011-07-22,10.130000114440918,40.2599983215332,0.18428768133947737,-0.018169513061755183
2011-07-25,10.010000228881836,39.90999984741211,0.18316048506350618,-0.02244531763589741
2011-07-26,10.0,39.720001220703125,0.18319511916472256,0.0007201993612753199
2011-07-27,9.68000030517578,38.27000045776367,0.18320086976053226,-0.01679391683642706
2011-07-28,9.789999961853027,38.18000030517578,0.18440985019936024,0.034867835753695786
2011-07-29,9.710000038146973,38.34000015258789,0.18309787828613636,-0.023637455640628247
2011-08-01,9.8100004196167,38.47999954223633,0.18408082150544725,0.015999467776529386
2011-08-02,9.489999771118164,37.040000915527344,0.18406348131138034,-0.01263376962688234
2011-08-03,9.539999961853027,37.2599983215332,0.1840162366066359,-0.0010196397854542738
2011-08-04,8.829999923706055,34.810001373291016,0.1880185504601969,-0.08530842967442176
2011-08-05,8.170000076293945,33.439998626708984,0.19413516562212862,-0.16770554890940303
2011-08-08,6.510000228881836,27.950000762939453,0.2355421099548547,-0.20092113595034977
2011-08-09,7.599999904632568,31.81999969482422,0.2347814487842792,-0.008080581344334092
2011-08-10,6.769999980926514,28.489999771118164,0.23546333220359453,-0.022169781630502428
2011-08-11,7.25,30.290000915527344,0.23638309314754227,0.013210549472534083
2011-08-12,7.190000057220459,29.850000381469727,0.23741272881532288,0.023026006809613975
2011-08-15,7.760000228881836,31.270000457763672,0.24588743306080846,0.09535160012401978
2011-08-16,7.400000095367432,29.940000534057617,0.24660454168300186,0.025127493617511654
2011-08-17,7.460000038146973,29.850000381469727,0.248285073493146,0.043146784240943425
2011-08-18,7.010000228881836,27.979999542236328,0.24812160473937636,0.02375767571052556
2011-08-19,6.96999979019165,26.770000457763672,0.24692002845043784,0.12074656705597686
2011-08-22,6.420000076293945,26.059999465942383,0.24677814062032227,-0.11159535524148723
2011-08-23,6.300000190734863,27.31999969482422,0.23167297712670928,-0.23019154999631208
2011-08-24,6.989999771118164,28.450000762939453,0.2387777386301091,0.07964566957965236
2011-08-25,7.650000095367432,29.829999923706055,0.25476502988639893,0.15541707928936876
2011-08-26,7.760000228881836,29.84000015258789,0.2619882042651634,0.10459285568327292
2011-08-29,8.390000343322754,31.290000915527344,0.27404780731917516,0.1308767923527565
2011-08-30,8.119999885559082,30.940000534057617,0.27307822973145446,-0.016824600316398985
2011-08-31,8.170000076293945,31.049999237060547,0.2731460062822295,0.0012156028840930588
2011-09-01,7.909999847412109,30.0,0.2734856955937773,0.011249471599836802
2011-09-02,7.25,28.399999618530273,0.2728848156807227,-0.08722279783653963
2011-09-06,6.989999771118164,27.700000762939453,0.27188333260841047,-0.0661307282115926
2011-09-07,7.480000019073486,28.979999542236328,0.27386957166322834,0.030694579643215647
2011-09-08,7.199999809265137,27.979999542236328,0.2742036913850138,0.01045675087522202
2011-09-09,6.980000019073486,26.739999771118164,0.27489256756531916,0.05693329733054231
2011-09-12,7.050000190734863,26.959999084472656,0.2759772440255561,0.02895818506678438
2011-09-13,7.0,27.049999237060547,0.2750688475810374,-0.019947008438978564
2011-09-14,7.050000190734863,27.38999938964844,0.2735610124338487,-0.027208831815688228
2011-09-15,7.329999923706055,28.59000015258789,0.2710965822076683,-0.0304229003610077
2011-09-16,7.230000019073486,28.989999771118164,0.26427019146261793,-0.09678133307046721
2011-09-19,6.989999771118164,27.709999084472656,0.26428878446764703,0.000638395812303294
2011-09-20,6.900000095367432,26.93000030517578,0.26543149237021985,0.05099885689022976
2011-09-21,6.380000114440918,25.520000457763672,0.2652878649124112,-0.04242867742995493
2011-09-22,6.059999942779541,23.959999084472656,0.26501917429482663,0.023587049122692605
2011-09-23,6.309999942779541,24.979999542236328,0.2650863126269534,0.0014979700114379213
2011-09-26,6.599999904632568,26.719999313354492,0.25871605580614654,-0.07065236036444222
2011-09-27,6.480000019073486,26.989999771118164,0.2508478671953517,-0.1115589605476508
2011-09-28,6.159999847412109,25.920000076293945,0.24836782985512373,-0.07401960916412165
2011-09-29,6.349999904632568,26.899999618530273,0.24489361107334162,-0.05488709332567421
2011-09-30,6.119999885559082,25.6200008392334,0.24523439617524342,0.013042190651778363
2011-10-03,5.53000020980835,23.11000061035156,0.24489134475558583,0.017904295736050457
2011-10-04,5.760000228881836,24.38999938964844,0.24354104155769807,-0.03055136860883767
2011-10-05,5.769999980926514,24.709999084472656,0.24114795859673038,-0.0455728322159219
2011-10-06,6.28000020980835,26.020000457763672,0.24624037689588615,0.06409816560339632
2011-10-07,5.900000095367432,24.6299991607666,0.24661856097694618,0.012437634234742312
2011-10-10,6.28000020980835,26.489999771118164,0.24436866749277472,-0.028113160243035118
2011-10-11,6.369999885559082,27.84000015258789,0.23486238266554857,-0.10812115025227342
2011-10-12,6.579999923706055,29.200000762939453,0.22742878463607913,-0.08436184040039052
2011-10-13,6.21999979019165,27.63999938964844,0.22595160651539567,-0.0388163634169274
2011-10-14,6.190000057220459,28.399999618530273,0.22028361551049178,-0.0998798230290543
2011-10-17,6.03000020980835,27.93000030517578,0.21733132983890735,-0.06661337281836754
2011-10-18,6.639999866485596,29.8799991607666,0.2209578479399932,0.045995330332615936
2011-10-19,6.400000095367432,29.38999938964844,0.21911175372182568,-0.03493950241989019
2011-10-20,6.46999979019165,30.079999923706055,0.21630767638605725,-0.04581653149703513
2011-10-21,6.460000038146973,30.299999237060547,0.21396710260132532,-0.04077717702645156
2011-10-24,6.71999979019165,31.600000381469727,0.21240296963484392,-0.021939570929400354
2011-10-25,6.460000038146973,30.899999618530273,0.20985101128896974,-0.05220898590084566
2011-10-26,6.590000152587891,31.149999618530273,0.2103729954900143,0.009779768952735246
2011-10-27,7.21999979019165,34.16999816894531,0.2105081529906611,0.0014754945295472055
2011-10-28,7.349999904632568,34.15999984741211,0.2135418184747819,0.047102151487835364
2011-10-31,6.829999923706055,31.59000015258789,0.2143820368207001,0.02924689786900192
2011-11-01,6.400000095367432,29.170000076293945,0.21507403263908287,0.04769246029801888
2011-11-02,6.71999979019165,29.829999923706055,0.21898569865518397,0.09031179038985204
2011-11-03,6.909999847412109,30.780000686645508,0.2206396836511796,0.02788490223283535
2011-11-04,6.489999771118164,30.34000015258789,0.21499262090985619,-0.11718021364255193
2011-11-07,6.449999809265137,30.549999237060547,0.21085103833398355,-0.0794793336675701
2011-11-08,6.53000020980835,31.420000076293945,0.20656498307735954,-0.06929617726184745
2011-11-09,6.159999847412109,28.850000381469727,0.2074785285321252,0.0380500232106149
2011-11-10,6.03000020980835,28.6299991607666,0.20678400420665952,-0.01928250733081338
2011-11-11,6.210000038146973,29.329999923706055,0.20712564573830824,0.006460204704551664
2011-11-14,6.050000190734863,28.3799991607666,0.2078234422029391,0.01822413681821633
2011-11-15,6.130000114440918,28.020000457763672,0.21073899127184995,0.0734918032073324
2011-11-16,5.900000095367432,26.86000061035156,0.21185414480351802,0.038643797686928494
2011-11-17,5.800000190734863,26.0,0.21332671515507393,0.05429140593847137
2011-11-18,5.78000020980835,26.280000686645508,0.2128471855700888,-0.011305349016243582
2011-11-21,5.489999771118164,25.0,0.21250547528511363,-0.013381525591373844
2011-11-22,5.369999885559082,24.459999084472656,0.2122585519337782,-0.008757051450264619
2011-11-23,5.139999866485596,23.510000228881836,0.21186612206101785,-0.017906318217266737
2011-11-25,5.170000076293945,23.6299991607666,0.211634271398772,-0.006409635821244208
2011-11-28,5.25,25.049999237060547,0.20489439286033082,-0.10172301696001806
2011-11-29,5.079999923706055,25.239999771118164,0.19671870239833175,-0.1410996530311106
2011-11-30,5.440000057220459,27.479999542236328,0.18890048673352694,-0.08882385231109247
2011-12-01,5.53000020980835,26.989999771118164,0.19117676173347226,0.04079957249661259
2011-12-02,5.639999866485596,28.170000076293945,0.18910060995591602,-0.030721221891301553
2011-12-05,5.789999961853027,29.829999923706055,0.18331690755372113,-0.07470946051410543
2011-12-06,5.78000020980835,29.75,0.18167301978023626,-0.028045388045250697
2011-12-07,5.889999866485596,29.829999923706055,0.18313592164128473,0.027030321643442434
2011-12-08,5.590000152587891,27.75,0.18445796631368702,0.04646067050447744
2011-12-09,5.71999979019165,28.770000457763672,0.18420845489311877,-0.00480054136952468
2011-12-12,5.449999809265137,27.219999313354492,0.18435866038944318,0.004681355710756563
2011-12-13,5.320000171661377,26.899999618530273,0.18327289281132303,-0.029086600359055303
2011-12-14,5.230000019073486,26.049999237060547,0.1838110837542483,0.016517659478346935
2011-12-15,5.260000228881836,25.920000076293945,0.1850490132275815,0.03173039917838594
2011-12-16,5.199999809265137,26.030000686645508,0.18406915773125518,-0.02178614434334314
2011-12-19,4.989999771118164,24.81999969482422,0.18394270189279985,-0.004237630112015722
2011-12-20,5.170000076293945,25.950000762939453,0.18316433366311727,-0.014231574203946273
2011-12-21,5.230000019073486,26.100000381469727,0.1835899970194912,0.008143884456899286
2011-12-22,5.46999979019165,27.649999618530273,0.1825321908081732,-0.015033594331521627
2011-12-23,5.599999904632568,27.459999084472656,0.18601842480843617,0.06418093874165542
2011-12-27,5.480000019073486,26.899999618530273,0.18695228845056,0.021270494464431522
2011-12-28,5.289999961853027,26.1299991607666,0.18654313381252063,-0.011156090159384568
2011-12-29,5.460000038146973,26.760000228881836,0.18745700562483786,0.01802620833521651
2011-12-30,5.559999942779541,26.309999465942383,0.19135914226104322,0.09037201058177757
2012-01-03,5.800000190734863,28.329999923706055,0.18974161665375008,-0.022621265625055287
2012-01-04,5.809999942779541,28.170000076293945,0.19015281075473206,0.007443483892656921
2012-01-05,6.309999942779541,28.510000228881836,0.20030077472285596,0.18364396361657676
2012-01-06,6.179999828338623,28.549999237060547,0.20128581271951118,0.0189879374648676
2012-01-09,6.269999980926514,29.079999923706055,0.2013384174321662,0.0009390190129963116
2012-01-10,6.630000114440918,30.0,0.2056097258861853,0.06906324500238004
2012-01-11,6.869999885559082,31.270000457763672,0.20682356652101153,0.018004857369332328
2012-01-12,6.789999961853027,31.600000381469727,0.20387689641921503,-0.049305515155394275
2012-01-13,6.610000133514404,30.739999771118164,0.20289188452885992,-0.021293804789701554
2012-01-17,6.480000019073486,28.219999313354492,0.2067376003172523,0.15226216939216286
2012-01-18,6.800000190734863,29.030000686645508,0.21261432607992403,0.12471080625348208
2012-01-19,6.960000038146973,29.329999923706055,0.21722041224750574,0.08964359625922391
2012-01-20,7.070000171661377,29.63999938964844,0.22005691260230414,0.05318654585067506
2012-01-23,7.25,29.850000381469727,0.22403546080554124,0.07480682680744799
2012-01-24,7.289999961853027,29.899999618530273,0.22617734736335263,0.04149072931472819
2012-01-25,7.349999904632568,29.959999084472656,0.22797619095549077,0.03515899674798195
2012-01-26,7.300000190734863,30.3799991607666,0.22560468884057003,-0.04349201504846345
2012-01-27,7.289999961853027,30.8700008392334,0.22201551551794793,-0.06348821960080286
2012-01-30,7.070000171661377,30.229999542236328,0.21937473671408547,-0.05648580695722405
2012-01-31,7.130000114440918,30.719999313354492,0.2172039736995409,-0.04052862110543476
2012-02-01,7.360000133514404,31.600000381469727,0.21716633568534222,-0.00062884245269057
2012-02-02,7.449999809265137,31.989999771118164,0.21726749994204142,0.0017538099133576068
2012-02-03,7.840000152587891,33.540000915527344,0.21857095056599332,0.019385359809244385
2012-02-06,7.96999979019165,33.29999923706055,0.2226335384269585,0.07349353903094613
2012-02-07,7.849999904632568,33.06999969482422,0.22272258078107166,0.001726638215508558
2012-02-08,8.130000114440918,34.22999954223633,0.2232246021748255,0.008174359667096454
2012-02-09,8.180000305175781,33.65999984741211,0.22666697562664417,0.06713201739836983
2012-02-10,8.069999694824219,32.93000030517578,0.22877901175100096,0.045409277321526886
2012-02-13,8.25,32.880001068115234,0.23312758002119488,0.08739797439278796
2012-02-14,7.980000019073486,32.08000183105469,0.2331937773319636,0.0014793008043803013
2012-02-15,7.78000020980835,31.719999313354492,0.2311775617160149,-0.04378638643498434
2012-02-16,8.09000015258789,32.709999084472656,0.23196768555136474,0.013675499952093162
2012-02-17,8.020000457763672,32.91999816894531,0.22982620224511668,-0.03850663673887489
2012-02-21,8.109999656677246,33.36000061035156,0.2288052623259827,-0.01793939205619033
2012-02-22,7.949999809265137,32.36000061035156,0.229685692768267,0.019175951606467123
2012-02-23,8.020000457763672,32.709999084472656,0.22985626269986345,0.0032460667099147855
2012-02-24,7.880000114440918,32.349998474121094,0.22885988511082236,-0.020264409873147926
2012-02-27,8.039999961853027,32.93000030517578,0.22900219170730562,0.0025589788019324544
2012-02-28,8.119999885559082,33.47999954223633,0.2281008489170941,-0.015604809941166309
2012-02-29,7.96999979019165,33.31999969482422,0.22560920310485724,-0.04703193579150167
2012-03-01,8.119999885559082,34.130001068115234,0.22394891542317374,-0.02811579789775287
2012-03-02,8.130000114440918,34.099998474121094,0.2237270360624602,-0.004055512116975635
2012-03-05,7.96999979019165,33.68000030517578,0.22245019964307008,-0.025355692999995405
2012-03-06,7.710000038146973,32.119998931884766,0.22338411930659471,0.023443294002884585
2012-03-07,8.020000457763672,33.2400016784668,0.22507909204913057,0.03007035480561182
2012-03-08,8.0600004196167,34.0,0.22295056302294192,-0.03567541605648117
