Price,Date,AAPL,NVDA,INTC,ORCL,VZ,T,DIS,JPM,BAC,C,MCD,SBUX,NKE,KO,PEP,WMT,XOM,CVX,DD,APD,CAT,GE,BA,JNJ,PFE,MRK,SPG,NEE,DUK,SO
Ticker,,AAPL,NVDA,INTC,ORCL,VZ,T,DIS,JPM,BAC,C,MCD,SBUX,NKE,KO,PEP,WMT,XOM,CVX,DD,APD,CAT,GE,BA,JNJ,PFE,MRK,SPG,NEE,DUK,SO
0,2010-11-01,10.863571166992188,0.3009999990463257,20.56999969482422,29.1299991607666,32.400001525878906,21.691843032836914,36.029998779296875,37.41999816894531,11.5,41.5,77.87999725341797,14.404999732971191,20.274999618530273,30.854999542236328,65.55000305175781,18.10333251953125,66.94999694824219,81.44999694824219,43.96480178833008,78.58464050292969,79.2699966430664,76.43937683105469,70.4800033569336,63.689998626708984,16.717267990112305,34.58969497680664,92.77516174316406,13.479999542236328,54.150001525878906,37.58000183105469
1,2010-11-02,11.04857063293457,0.3072499930858612,20.34000015258789,29.530000686645508,32.79999923706055,21.85800552368164,36.11000061035156,36.959999084472656,11.399999618530273,41.70000076293945,78.4000015258789,14.4399995803833,20.4375,30.93000030517578,65.80000305175781,18.26333236694336,67.83999633789062,82.1500015258789,44.67643737792969,79.88899230957031,79.75,76.39144897460938,69.77999877929688,63.880001068115234,16.55597686767578,34.933204650878906,94.6095962524414,13.600000381469727,54.810001373291016,37.97999954223633
2,2010-11-03,11.171428680419922,0.3095000088214874,20.479999542236328,29.200000762939453,32.9900016784668,21.948640823364258,36.290000915527344,37.720001220703125,11.520000457763672,41.900001525878906,78.5,14.550000190734863,20.457500457763672,30.975000381469727,65.19999694824219,18.303333282470703,67.97000122070312,82.69999694824219,44.918392181396484,79.05642700195312,79.87999725341797,76.96654510498047,68.94000244140625,64.19000244140625,16.688804626464844,34.83778762817383,94.9012222290039,13.657500267028809,54.869998931884766,37.90999984741211
3,2010-11-04,11.366786003112793,0.3100000023841858,20.969999313354492,29.469999313354492,33.52000045776367,22.23564910888672,37.029998779296875,39.79999923706055,12.130000114440918,43.29999923706055,79.18000030517578,14.875,20.852500915527344,31.225000381469727,65.3499984741211,18.453332901000977,69.37999725341797,85.13999938964844,46.64054870605469,80.35152435302734,83.18000030517578,79.12313842773438,70.8499984741211,64.76000213623047,16.489564895629883,34.97137451171875,97.68579864501953,13.7524995803833,55.59000015258789,38.45000076293945
4,2010-11-05,11.326070785522461,0.3152500092983246,21.239999771118164,29.25,33.43000030517578,22.107250213623047,37.20000076293945,40.939998626708984,12.359999656677246,44.900001525878906,79.30000305175781,15.4350004196167,21.02750015258789,31.290000915527344,65.08000183105469,18.399999618530273,70.0,84.9800033569336,46.25626754760742,80.15726470947266,83.54000091552734,80.17747497558594,71.2699966430664,64.6500015258789,16.2998104095459,34.064884185791016,99.50141143798828,13.682499885559082,55.470001220703125,38.470001220703125
5,2010-11-08,11.37928581237793,0.3165000081062317,21.229999542236328,29.040000915527344,33.16999816894531,22.039274215698242,37.060001373291016,40.5099983215332,12.600000381469727,44.400001525878906,79.30999755859375,15.3149995803833,20.90250015258789,31.229999542236328,65.11000061035156,18.303333282470703,70.31999969482422,84.80000305175781,46.04277420043945,80.67530059814453,83.12000274658203,80.08162689208984,70.20999908447266,64.33000183105469,16.176471710205078,33.988548278808594,99.95296478271484,13.612500190734863,55.290000915527344,38.31999969482422
6,2010-11-09,11.28857135772705,0.31474998593330383,21.15999984741211,28.739999771118164,33.0099983215332,22.039274215698242,36.86000061035156,39.900001525878906,12.270000457763672,43.0,79.0999984741211,15.085000038146973,20.799999237060547,31.31999969482422,65.30000305175781,18.350000381469727,70.62999725341797,83.55999755859375,45.27421188354492,79.16743469238281,81.91000366210938,79.65030670166016,69.25,64.30999755859375,16.119544982910156,33.44465637207031,95.18344116210938,13.607500076293945,54.150001525878906,38.25
7,2010-11-10,11.358214378356934,0.31850001215934753,21.040000915527344,28.690000534057617,32.849998474121094,21.94108772277832,36.9900016784668,40.619998931884766,12.569999694824219,44.20000076293945,79.5,15.234999656677246,20.969999313354492,31.274999618530273,65.25,18.170000076293945,71.12999725341797,85.16999816894531,45.103416442871094,78.88066864013672,82.45999908447266,79.3148422241211,67.06999969482422,63.95000076293945,15.967741966247559,33.35877990722656,97.02728271484375,13.532500267028809,53.63999938964844,37.970001220703125
8,2010-11-11,11.308929443359375,0.3152500092983246,21.209999084472656,28.56999969482422,32.630001068115234,21.77492332458496,35.93000030517578,40.02000045776367,12.369999885559082,43.599998474121094,79.69999694824219,15.369999885559082,20.917499542236328,31.399999618530273,64.9000015258789,18.113332748413086,71.83000183105469,86.08999633789062,45.27421188354492,79.08418273925781,82.44000244140625,78.35635375976562,65.37000274658203,63.91999816894531,16.110057830810547,33.597328186035156,95.44684600830078,13.47249984741211,53.61000061035156,38.2599983215332
9,2010-11-12,11.001070976257324,0.33149999380111694,21.530000686645508,28.31999969482422,32.560001373291016,21.495468139648438,37.75,39.61000061035156,12.119999885559082,42.900001525878906,78.8499984741211,15.095000267028809,20.655000686645508,31.459999084472656,64.63999938964844,18.043333053588867,70.98999786376953,85.44000244140625,44.548343658447266,77.70582580566406,81.04000091552734,77.87710571289062,63.09000015258789,63.66999816894531,15.986717224121094,33.1202278137207,94.44966888427734,13.407500267028809,53.369998931884766,38.09000015258789
10,2010-11-15,10.965714454650879,0.32749998569488525,21.299999237060547,28.399999618530273,32.77000045776367,21.62386703491211,37.25,40.08000183105469,12.100000381469727,43.20000076293945,79.06999969482422,15.395000457763672,20.450000762939453,31.479999542236328,64.41999816894531,17.983333587646484,70.4800033569336,84.86000061035156,44.34908676147461,78.1868667602539,81.81999969482422,77.63748931884766,63.61000061035156,64.13999938964844,15.891840934753418,32.95801544189453,93.81938171386719,13.392499923706055,53.220001220703125,38.33000183105469
11,2010-11-16,10.771071434020996,0.3177500069141388,21.06999969482422,27.579999923706055,32.189998626708984,21.32930564880371,36.91999816894531,39.61000061035156,11.9399995803833,42.20000076293945,77.41999816894531,14.920000076293945,20.127500534057617,31.040000915527344,64.04000091552734,18.086666107177734,68.94000244140625,82.4800033569336,43.49512481689453,76.97502136230469,80.37000274658203,76.008056640625,62.779998779296875,63.13999938964844,15.749526023864746,32.538169860839844,90.44214630126953,13.140000343322754,52.83000183105469,38.130001068115234
12,2010-11-17,10.73214340209961,0.3230000138282776,21.079999923706055,27.90999984741211,32.34000015258789,21.11782455444336,37.220001220703125,39.18000030517578,11.619999885559082,41.900001525878906,78.37000274658203,14.994999885559082,20.34749984741211,31.260000228881836,63.939998626708984,17.92333221435547,69.01000213623047,82.45999908447266,43.49512481689453,77.4653091430664,81.16999816894531,75.7684326171875,62.5,63.060001373291016,15.635674476623535,32.89122009277344,91.19473266601562,13.052499771118164,52.77000045776367,37.90999984741211
13,2010-11-18,11.01535701751709,0.3330000042915344,21.020000457763672,28.309999465942383,32.650001525878906,21.480363845825195,37.58000183105469,39.65999984741211,11.699999809265137,43.0,79.0199966430664,15.289999961853027,20.61750030517578,31.920000076293945,64.7699966430664,17.99333381652832,70.30999755859375,83.81999969482422,44.63373947143555,79.23219299316406,83.11000061035156,76.87069702148438,64.61000061035156,63.83000183105469,15.967741966247559,33.67366409301758,92.1448745727539,13.085000038146973,53.06999969482422,38.029998779296875
14,2010-11-19,10.954643249511719,0.34375,21.139999389648438,28.149999618530273,32.59000015258789,21.389728546142578,37.0099983215332,39.40999984741211,11.65999984741211,42.70000076293945,79.63999938964844,15.380000114440918,21.452499389648438,32.15999984741211,64.70999908447266,18.1299991607666,70.54000091552734,83.94000244140625,45.13188552856445,79.56521606445312,83.97000122070312,77.73333740234375,63.59000015258789,63.83000183105469,15.939278602600098,33.711830139160156,92.35183715820312,12.992500305175781,52.83000183105469,38.06999969482422
15,2010-11-22,11.191429138183594,0.3440000116825104,21.25,28.049999237060547,32.5,21.367069244384766,36.95000076293945,38.5099983215332,11.300000190734863,41.79999923706055,79.5199966430664,15.4350004196167,21.479999542236328,32.1349983215332,64.69999694824219,18.126667022705078,70.19000244140625,83.44999694824219,44.8329963684082,79.09342956542969,84.0,76.82276916503906,64.02999877929688,63.619998931884766,15.777989387512207,33.959922790527344,92.73753356933594,13.022500038146973,52.97999954223633,38.22999954223633
16,2010-11-23,11.026070594787598,0.335999995470047,21.09000015258789,27.190000534057617,32.38999938964844,21.17069435119629,36.119998931884766,37.630001068115234,11.09000015258789,41.0,79.01000213623047,15.199999809265137,21.315000534057617,31.809999465942383,63.88999938964844,17.889999389648438,68.9800033569336,81.75,43.86517333984375,78.23311614990234,82.62999725341797,75.52881622314453,63.599998474121094,62.869998931884766,15.721062660217285,33.21564865112305,91.78739166259766,12.792499542236328,52.709999084472656,37.959999084472656
17,2010-11-24,11.242856979370117,0.34424999356269836,21.389999389648438,27.739999771118164,32.349998474121094,21.25377655029297,36.869998931884766,38.15999984741211,11.279999732971191,41.70000076293945,79.4800033569336,15.739999771118164,21.63249969482422,32.30500030517578,64.33000183105469,18.003332138061523,69.87999725341797,82.93000030517578,45.074951171875,80.06475830078125,84.69000244140625,76.39144897460938,65.41000366210938,63.290000915527344,15.834915161132812,33.540077209472656,94.32737731933594,12.8725004196167,52.97999954223633,38.0099983215332
18,2010-11-26,11.25,0.3400000035762787,21.34000015258789,27.489999771118164,32.209999084472656,21.095165252685547,36.70000076293945,37.5,11.119999885559082,41.099998474121094,78.54000091552734,15.569999694824219,21.489999771118164,32.05500030517578,63.900001525878906,17.913333892822266,69.2300033569336,82.05000305175781,44.53411102294922,79.20443725585938,84.12999725341797,75.72051239013672,64.80000305175781,62.29999923706055,15.645160675048828,33.196563720703125,92.98212432861328,12.694999694824219,52.560001373291016,37.83000183105469
19,2010-11-29,11.31678581237793,0.34375,21.329999923706055,27.219999313354492,31.899999618530273,20.921449661254883,36.41999816894531,37.90999984741211,11.3100004196167,41.5,78.26000213623047,15.395000457763672,21.290000915527344,31.69499969482422,64.01000213623047,17.950000762939453,69.44999694824219,81.69000244140625,44.51987838745117,79.38945770263672,83.66999816894531,76.53522491455078,64.36000061035156,61.90999984741211,15.71157455444336,33.10114669799805,92.87864685058594,12.675000190734863,52.529998779296875,37.54999923706055
20,2010-11-30,11.112500190734863,0.3402499854564667,21.15999984741211,27.049999237060547,32.0099983215332,20.989425659179688,36.5099983215332,37.400001525878906,10.949999809265137,42.0,78.30000305175781,15.300000190734863,21.532499313354492,31.584999084472656,64.62999725341797,18.030000686645508,69.55999755859375,80.97000122070312,44.3775520324707,79.75948333740234,84.5999984741211,75.8642807006836,63.77000045776367,61.54999923706055,15.464896202087402,32.89122009277344,92.66227722167969,12.654999732971191,52.650001525878906,37.720001220703125
21,2010-12-01,11.300000190734863,0.3552500009536743,21.479999542236328,27.649999618530273,32.349998474121094,21.359516143798828,37.119998931884766,38.150001525878906,11.289999961853027,43.0,79.29000091552734,15.850000381469727,21.90999984741211,32.349998474121094,65.62999725341797,18.233333587646484,71.33000183105469,82.69999694824219,46.14240646362305,79.91674041748047,87.44999694824219,78.11672973632812,65.72000122070312,62.41999816894531,15.844402313232422,33.45419692993164,93.92285919189453,12.732500076293945,53.34000015258789,38.22999954223633
