JPM,BAC,beta_t_est,spread_t,z_t,z_mean,z_std,z_score,signal
37.41999816894531,11.5,3.229469039227477,0.00028082311388999415,1.0705297246711556,1.0705297246711556,0.0,0.0,0
36.959999084472656,11.399999618530272,3.270304499539463,-0.06248595728683881,0.7051080988222136,0.7054731517446109,0.044710189095784746,-0.36523722759781285,0
37.720001220703125,11.520000457763672,3.3757297625589078,0.1783485403044338,0.12444902793765245,0.41365949682721925,0.03875874314717254,-12.962957196656948,-1
39.79999923706055,12.130000114440918,3.577684002995697,0.04299005428924829,-0.6698227108503971,0.04665224393666467,0.03658865092780765,-27.86194296452432,-1
40.939998626708984,12.359999656677246,3.800893496824594,0.1424093072618362,-2.0867917175262463,-0.5049740465446281,0.035476209147263744,-58.09233476364208,-1
40.5099983215332,12.600000381469728,3.2607886739033836,-0.5602915028348647,1.967257605613142,0.01841096560988953,0.0348095603179812,69.411817067538,1
39.900001525878906,12.270000457763672,3.2513447897016867,-0.0632082090264845,1.6987575162433668,0.32334702244399055,0.03437254898235627,48.0745907830828,1
40.619998931884766,12.56999969482422,3.174609403997567,-0.19517383701817437,2.491854826874432,0.6718308736665289,0.034069078986253304,62.8230542618049,1
40.02000045776367,12.369999885559082,3.1653939547154133,-0.10837004277444606,2.3502809970101985,0.9165686446237085,0.03384984139728868,49.05522066714661,1
39.61000061035156,12.119999885559082,3.139903308195967,0.18256978338380492,2.2610071007391053,1.0978086461170846,0.03368689972570564,39.54552736388585,1
40.08000183105469,12.100000381469728,3.092726609122309,0.48248637055278465,2.5350425026965535,1.2796050455457837,0.03356323106213789,42.47772614247522,1
39.61000061035156,11.9399995803833,3.030576570955109,0.33571218349994325,2.755605227961274,1.4568700346096775,0.033467868414800976,43.782797789729855,1
39.18000030517578,11.619999885559082,2.8344198492091013,0.5356698891405216,3.586064003968538,1.7019853117102477,0.03339342987501958,63.336948058411224,1
39.65999984741211,11.699999809265137,2.7526086836002763,0.5277802420331241,4.12314524423349,1.971234835698357,0.03333476910414033,72.18115584780413,1
39.40999984741211,11.65999984741211,2.7210742272924127,0.26254885698248387,4.255754896977109,2.218200364081514,0.03328819460495274,68.2263453978699,1
38.5099983215332,11.300000190734863,2.652770385853082,0.21381234958260364,4.262809470675755,2.4341698366581705,0.03325099599333643,61.146162989933494,1
37.630001068115234,11.09000015258789,2.6745061731261464,-0.06773688209446505,3.9370168824980265,2.589931602870876,0.03322114472934584,44.994034415486894,1
38.15999984741211,11.279999732971191,2.677039753373119,-0.031603402423414195,4.113457891831181,2.745403411598628,0.033197098401968175,45.65377273965668,1
37.5,11.119999885559082,2.7011228679737145,-0.17932908064874198,3.8239351376685375,2.8540737972065653,0.03317766882738287,32.34232869749683,1
37.90999984741211,11.3100004196167,2.696229798031489,-0.19717500871720262,4.040345295823775,2.972361261863775,0.033161930780153524,35.59380592834913,1
37.400001525878906,10.949999809265137,2.665861800940383,0.1777496435921222,3.8431806675520344,3.0584562449219574,0.03314915735785691,26.141026287117846,1
38.150001525878906,11.289999961853027,2.667016767630037,0.014859421660958105,4.177021523033256,3.1682750748292796,0.03313877326127503,33.59090280684734,1
39.310001373291016,11.68000030517578,2.69051750286537,0.08610554085504418,4.441115871950873,3.2925274138836507,0.03313032041064448,38.23571953724613,1
39.61000061035156,11.859999656677246,2.673530706899529,-0.0621032575012066,4.71223321594255,3.4304685328358557,0.033123432237605145,42.65827888558985,1
39.900001525878906,11.640000343322754,2.7232167579565667,0.563166968087387,4.22409083250728,3.507282931394259,0.03311781419666,23.851095046222994,1
39.25,11.56999969482422,2.72625331960506,0.0721595765545473,4.137542532166611,3.5680941103545,0.03311322881334357,18.944665079957126,1
40.2599983215332,12.0,2.7130542962521487,-0.057958309569364985,4.639336385587758,3.6711882569009653,0.03310948409374722,32.20436622784651,1
40.810001373291016,12.649999618530272,2.4287292420189344,-0.6770490751529579,6.751273887492404,3.966985329217046,0.033106424459676174,92.60587011504231,1
41.43000030517578,12.800000190734863,2.3589241243181878,-0.2469354043832226,7.235477166444534,4.280334850885817,0.033103923605274976,98.27949194134658,1
41.5099983215332,12.539999961853027,2.391556956269935,0.2968344117146984,6.820455286769913,4.523511711487367,0.033101878831626734,76.38398598952448,1
40.790000915527344,12.399999618530272,2.3885770750928788,-0.05992188328302461,6.69469917487102,4.731128629930735,0.0331002065291699,65.29379565198943,1
40.209999084472656,12.289999961853027,2.383960410088579,-0.2566853289624049,6.6067327249833205,4.910310929676218,0.03309883855899064,56.4075851833285,1
40.0099983215332,12.520000457763672,2.327841101496734,-0.6716249393743468,7.1011562639461445,5.11944689077866,0.03309771934311119,65.89096094369064,1
39.66999816894531,12.56999969482422,2.266796893386727,-0.7535505008445185,7.431631538956504,5.340025613823639,0.03309680351744753,69.54264238674016,1
39.95000076293945,12.619999885559082,2.2357866071861863,-0.39171175773588374,7.621258132685964,5.557538380132052,0.03309605403364309,68.61358910117218,1
41.0,12.979999542236328,2.2214090982749672,-0.09326027256646796,8.045341160337525,5.794646359867742,0.03309544062057949,74.82836883163182,1
42.15999984741211,13.380000114440918,2.2433112823818027,0.10737842805537667,8.347554604779429,6.037874582222782,0.033094938535158915,76.78802753484865,1
42.08000183105469,13.0600004196167,2.277666158428602,0.49306185951406434,7.872237290365793,6.212593509320084,0.033094527546456545,55.17597901942214,1
42.66999816894531,13.270000457763672,2.3177846767860095,0.3917068181051633,7.897874649819645,6.3730752235123465,0.033094191108631134,50.692363489979826,1
42.61000061035156,13.34000015258789,2.3280772158336513,0.10993513096394736,7.920056629704125,6.520359077486191,0.03309391568683864,46.5328495535497,1
