Date,BAC,C,spread_t,beta_t_est,signal_t,theta_t,E·P_t,z_t
2018-02-05,30.260000228881836,73.2699966430664,-0.019001151716949494,0.40084665375372264,0,1.8,-6.747013304409808,0.42910997633637815
2018-02-06,31.200000762939453,74.81999969482422,0.0399740351060629,0.4043525129363116,0,1.8,-6.769142941897705,0.4130385597627436
2018-02-07,31.25,74.98999786376953,0.002833054702403359,0.4045985959171309,0,1.8,-6.792924921760891,0.3953920471813449
2018-02-08,29.739999771118164,71.87000274658203,-0.035123033618422284,0.4017779956532259,0,1.8,-6.5946934467897265,0.6126908046611472
2018-02-09,30.329999923706055,73.68000030517578,-0.02350666651862454,0.39972902704390323,0,1.8,-6.82471748577948,0.3769600897081502
2018-02-12,31.1200008392334,74.76000213623047,0.04475412879355645,0.40365763393051984,0,1.8,-6.785827684586662,0.42570237515711923
2018-02-13,31.18000030517578,75.18000030517578,-0.008603867850659697,0.40290614970818517,0,1.8,-6.870134324537068,0.34127840722501046
2018-02-14,32.0,76.70999908447266,0.025024178457019985,0.4051545452402805,0,1.8,-6.9353624786529515,0.2773156417646064
2018-02-15,32.209999084472656,77.08000183105469,0.010880605030720858,0.40612261328329663,0,1.8,-6.946432350140121,0.2718570363774346
2018-02-16,31.969999313354492,76.81999969482422,-0.015900672652101377,0.4047242334323417,0,1.8,-6.975829201205098,0.24668177274537184
2018-02-20,31.93000030517578,76.45999908447266,0.011646800936855328,0.4057425621038409,0,1.8,-6.898969111670983,0.33769211770700025
2018-02-21,31.8700008392334,77.0,-0.03423264782396629,0.4027005175389637,0,1.8,-7.062521448622665,0.1652137322383099
2018-02-22,31.690000534057617,76.2699966430664,0.01039087008311057,0.40360393612252676,0,1.8,-6.946438951578569,0.300535473475917
2018-02-23,32.029998779296875,77.08000183105469,0.00299678225029254,0.4038712463156062,0,1.8,-7.0188269965758465,0.22687139066201623
2018-02-26,32.41999816894531,77.6500015258789,0.020564322596179352,0.4057135406715971,0,1.8,-7.009138769803878,0.24528438150138462
2018-02-27,32.33000183105469,76.37999725341797,0.05803998633118823,0.4107338332081191,0,1.8,-6.717436371455534,0.5810235668080936
2018-02-28,32.099998474121094,75.48999786376953,0.025640043041988747,0.4129359710592712,0,1.8,-6.580155847139444,0.7455626571931533
2018-03-01,31.479999542236328,73.66000366210938,0.02223133078408779,0.4147859885340681,0,1.8,-6.357034204247885,1.0070209318824286
2018-03-02,31.6299991607666,73.68000030517578,0.022480520810184146,0.4167006406516743,0,1.8,-6.301868454819214,1.0795520126726919
2018-03-05,32.130001068115234,74.41999816894531,0.028857546592504946,0.41920756186668484,0,1.8,-6.291829380565231,1.1005856954747617
2018-03-06,32.11000061035156,74.05999755859375,0.021758960480788403,0.4210657294439747,0,1.8,-6.206926038076018,1.2096148512913925
2018-03-07,32.18000030517578,73.91999816894531,0.02057233119953139,0.4228227154398228,0,1.8,-6.142626757248015,1.2939380893356123
2018-03-08,32.20000076293945,74.11000061035156,-0.00540187230964051,0.42235834018901525,0,1.8,-6.183638836806326,1.2538734082598375
2018-03-09,32.720001220703125,76.11000061035156,-0.04282388523499492,0.4185102803409047,0,1.8,-6.490872278572256,0.9020183004452573
2018-03-12,32.84000015258789,76.0199966430664,0.015015589502418436,0.4198254619311392,0,1.8,-6.419371866816663,0.9943907269414932
2018-03-13,32.36000061035156,74.91000366210938,0.00013668877810601998,0.4198371173045353,0,1.8,-6.325838342768108,1.112733950598402
2018-03-14,32.13999938964844,73.47000122070312,0.053180346559159375,0.4242750425374508,0,1.8,-6.042531579096828,1.4553917557561404
2018-03-15,32.099998474121094,73.33999633789062,0.009440757503611508,0.42507505167933557,0,1.8,-6.025054090104955,1.483770645702113
2018-03-16,32.16999816894531,73.47000122070312,0.0033286675751682537,0.4253590332590831,0,1.8,-6.030466316104192,1.4837758725092676
2018-03-19,31.979999542236328,72.69999694824219,0.019752521282789814,0.42701102784521794,0,1.8,-5.90807735838073,1.6367589703333463
2018-03-20,31.979999542236328,72.91999816894531,-0.010328169030504597,0.4261343331417785,0,1.8,-5.964878743259799,1.575943705487943
2018-03-21,31.8700008392334,73.31999969482422,-0.040123060247992726,0.42270123159078954,0,1.8,-6.112394385593976,1.4038396664802357
2018-03-22,30.549999237060547,70.30999755859375,-0.013015967298969144,0.421673875893215,0,1.8,-5.86614574390101,1.7056812630617484
2018-03-23,29.170000076293945,67.9000015258789,-0.058749845119596245,0.4171579488961435,0,1.8,-5.798941212339162,1.7890912288701162
2018-03-26,30.440000534057617,69.77999877929688,0.06313056687322671,0.42246388193887396,-1,1.8,-5.773547694578783,1.8216145345295454
2018-03-27,29.520000457763672,68.27999877929688,-0.03443686756257591,0.41974500623816535,-1,1.8,-5.756284158963982,1.8417304167941737
2018-03-28,29.38999938964844,68.26000213623047,-0.023986040212623294,0.41781608152902483,0,1.8,-5.803406655437552,1.7826224946050586
2018-03-29,29.989999771118164,67.5,0.13993620819714536,0.4288625517409951,-1,1.8,-5.36586899429963,2.298493104471275
2018-04-02,29.309999465942383,67.70999908447266,-0.09793238481346123,0.420995426013312,-1,1.8,-5.693578506420202,1.8961642090507234
2018-04-03,29.59000015258789,68.4800033569336,-0.021677931333581313,0.41921966698583557,0,1.8,-5.779769373805827,1.7889790823800376
2018-04-04,29.8799991607666,69.30999755859375,-0.011931377093009843,0.41823161238056517,0,1.8,-5.877427598957205,1.670774605970205
2018-04-05,30.31999969482422,70.22000122070312,0.006976172421545357,0.4188155526277507,0,1.8,-5.935413817667396,1.6003056023569746
2018-04-06,29.6299991607666,68.5999984741211,-0.0006962866298323434,0.4187605247238559,0,1.8,-5.79466324175838,1.7644674822128972
